Line,Movie,Character,Dialogue,Joy,Sadness,Disgust,Fear,Anger,Surprise,Calmness,Confusion,Anxiety,Lust
35,SW_EpisodeVI,BIB,Nudd Chaa.,0,0,0,0,0,0,0,0,0,0
36,SW_EpisodeVI,THREEPIO,"Artoo, I have a bad feeling about this.",0,2,0,7,0,0,0,0,10,0
37,SW_EpisodeVI,THREEPIO,Good morning.,10,0,0,0,0,0,10,0,0,0
38,SW_EpisodeVI,JABBA,Bo Shuda!,0,0,2,0,10,0,0,0,0,0
39,SW_EpisodeVI,THREEPIO,"The message, Artoo, the message.",0,0,0,3,0,0,0,0,3,0
40,SW_EpisodeVI,LUKE,"Greetings, Exalted One. Allow me to introduce myself. I am Luke Skywalker, Jedi Knight and friend to Captain Solo. I know that you are powerful, mighty Jabba, and that your anger with Solo must be equally powerful. I seek an audience with Your Greatness to bargain for Solo's life. With your wisdom, I'm sure that we can work out an arrangement which will be mutually beneficial and enable us to avoid any unpleasant confrontation. As a token of my goodwill, I present to you a gift: these two droids.",10,0,0,3,2,0,8,0,2,0
41,SW_EpisodeVI,THREEPIO,What did he say?,0,0,0,10,0,10,0,10,10,0
42,SW_EpisodeVI,LUKE,... Both are hardworking and will serve you well.,7,0,0,0,0,0,10,0,0,0
43,SW_EpisodeVI,THREEPIO,"This can't be! Artoo, you're playing the wrong message.",0,10,0,10,3,10,0,10,7,0
44,SW_EpisodeVI,JABBA,There will be no bargain.,0,0,0,0,7,0,7,0,0,0
45,SW_EpisodeVI,THREEPIO,We're doomed.,0,10,0,10,0,0,0,0,10,0
46,SW_EpisodeVI,JABBA,I will not give up my favorite decoration. I like Captain Solo where he is.,10,0,0,0,0,0,10,0,0,0
47,SW_EpisodeVI,THREEPIO,"Artoo, look! Captain Solo. And he's still frozen in carbonite.",0,5,5,3,0,10,0,0,0,0
48,SW_EpisodeVI,THREEPIO,What could possibly have come over Master Luke. Is it something I did? He never expressed any unhappiness with my work. Oh! Oh! Hold it! Ohh!,0,4,3,5,5,7,0,10,6,0
49,SW_EpisodeVI,NINEDENINE,"Ah, good. New acquisitions. You are a protocol droid, are you not?",8,0,0,0,0,4,9,10,0,0
50,SW_EpisodeVI,THREEPIO,"I am See-Threepio, human-cy...",8,0,0,0,0,0,10,0,0,0
51,SW_EpisodeVI,NINEDENINE,Yes or no will do.,0,0,0,0,5,0,5,0,0,0
52,SW_EpisodeVI,THREEPIO,"Oh. Well, yes.",10,0,0,0,0,4,0,3,4,0
53,SW_EpisodeVI,NINEDENINE,How many languages do you speak?,0,0,0,0,0,0,0,10,0,0
54,SW_EpisodeVI,THREEPIO,"I am fluent in over six million forms of communication, and can readily...",10,0,0,0,0,0,10,0,0,0
55,SW_EpisodeVI,NINEDENINE,Splendid! We have been without an interpreter since our master got angry with our last protocol droid and disintegrated him.,10,0,0,2,0,0,0,0,0,0
56,SW_EpisodeVI,THREEPIO,Disintegrated?,0,0,4,10,0,8,0,10,8,0
57,SW_EpisodeVI,NINEDENINE,Guard! This protocol droid might be useful. Fit him with a restraining bolt and take him back to His Excellency's main audience chamber.,8,0,0,0,3,0,0,0,0,0
58,SW_EpisodeVI,THREEPIO,"Artoo, don't leave me! Ohhh!",0,8,0,10,0,0,0,0,10,0
59,SW_EpisodeVI,NINEDENINE,"You're a feisty little one, but you'll soon learn some respect. I have need for you on the master's Sail Barge. And I think you'll fit in nicely.",3,0,0,0,5,5,6,0,0,0
60,SW_EpisodeVI,JABBA,Da Eitha!,0,0,0,0,8,4,0,0,0,0
61,SW_EpisodeVI,OOLA,Na Chuba negatorie Na! Na! Natoota...,0,0,2,0,10,0,0,0,0,0
62,SW_EpisodeVI,JABBA,Boscka!,0,0,0,0,10,0,0,0,0,0
63,SW_EpisodeVI,BOUSHH,I have come for the bounty on this Wookiee.,3,0,0,0,5,0,9,0,0,0
64,SW_EpisodeVI,THREEPIO,"Oh, no! Chewbacca!",0,7,0,9,0,10,0,0,8,0
65,SW_EpisodeVI,JABBA,At last we have the mighty Chewbacca.,9,0,0,0,0,2,8,0,0,0
66,SW_EpisodeVI,THREEPIO,"Oh, uh, yes, uh, I am here, Your Worshipfulness. Uh... yes!",0,4,0,6,0,7,0,9,9,0
67,SW_EpisodeVI,THREEPIO,Oh. The illustrious Jabba bids you welcome and will gladly pay you the reward of twenty- five thousand.,8,0,0,0,0,0,7,0,0,0
68,SW_EpisodeVI,BOUSHH,I want fifty thousand. No less.,0,0,0,0,7,0,0,0,0,0
69,SW_EpisodeVI,THREEPIO,"Uh, oh... but what, what did I say? Uh, the mighty Jabba asks why he must pay fifty thousand.",0,4,0,0,0,0,0,9,8,0
70,SW_EpisodeVI,THREEPIO,Because he's holding a thermal detonator.,0,0,0,10,0,6,10,0,5,0
71,SW_EpisodeVI,JABBA,This bounty hunter is my kind of scum. Fearless and inventive.,0,0,7,0,8,0,0,0,3,0
72,SW_EpisodeVI,THREEPIO,Jabba offers the sum of thirty-five. And I suggest you take it.,0,0,3,0,6,0,6,0,0,0
73,SW_EpisodeVI,BOUSHH,Zeebuss.,0,0,0,0,0,0,7,0,0,0
74,SW_EpisodeVI,THREEPIO,He agrees!,10,0,0,0,0,0,0,0,0,0
75,SW_EpisodeVI,BOUSHH,Just relax for a moment. You're free of the carbonite.,0,0,0,0,4,0,7,0,0,0
76,SW_EpisodeVI,BOUSHH,Shhh. You have hibernation sickness.,0,0,0,0,0,0,7,0,0,0
77,SW_EpisodeVI,HAN,I can't see.,0,2,0,8,4,4,0,6,4,0
78,SW_EpisodeVI,BOUSHH,You eyesight will return in time.,0,0,0,0,0,0,10,0,0,0
79,SW_EpisodeVI,HAN,Where am I?,0,0,0,4,2,5,0,10,0,0
80,SW_EpisodeVI,BOUSHH,Jabba's palace.,0,0,0,0,0,0,5,0,0,0
81,SW_EpisodeVI,HAN,Who are you?,0,0,0,4,0,0,0,10,8,0
82,SW_EpisodeVI,LEIA,Someone who loves you.,10,0,0,0,0,0,10,0,0,8
83,SW_EpisodeVI,HAN,Leia!,0,0,0,0,0,10,0,0,0,0
84,SW_EpisodeVI,LEIA,I gotta get you out of here.,3,3,0,2,0,0,8,0,2,0
85,SW_EpisodeVI,HAN,What's that? I know that laugh.,4,0,0,0,0,2,6,9,0,0
86,SW_EpisodeVI,HAN,"Hey, Jabba. Look, Jabba, I was just on my way to pay you back, but I got a little sidetracked. It's not my fault.",0,0,0,3,0,0,6,0,3,0
87,SW_EpisodeVI,JABBA,"It's too late for that, Solo. You may have been a good smuggler, but now you're Bantha fodder.",0,3,3,0,4,0,5,0,0,0
88,SW_EpisodeVI,HAN,Look...,0,4,0,6,0,0,0,0,6,0
89,SW_EpisodeVI,JABBA,Take him away!,0,0,3,0,9,0,0,0,0,0
90,SW_EpisodeVI,HAN,Jabba... I'll pay you triple! You're throwing away a fortune here. Don't be a fool!,0,4,0,6,4,0,0,0,7,0
91,SW_EpisodeVI,JABBA,Bring her to me.,3,0,0,0,0,0,7,0,0,7
92,SW_EpisodeVI,LEIA,We have powerful friends. You're gonna regret this...,0,4,2,5,4,0,0,0,6,0
93,SW_EpisodeVI,JABBA,I'm sure.,4,0,0,0,0,0,9,0,0,0
94,SW_EpisodeVI,LEIA,Ugh!,0,0,10,6,7,4,0,0,7,0
95,SW_EpisodeVI,THREEPIO,"Ohhh, I can't bear to watch.",0,7,9,5,0,0,0,0,6,0
96,SW_EpisodeVI,HAN,"Chewie? Chewie, is that you?",5,0,0,0,0,0,0,10,3,0
97,SW_EpisodeVI,HAN,Ah! Chew--Chewie!,10,0,0,0,0,8,0,0,0,0
98,SW_EpisodeVI,HAN,"Wait. I can't see, pal. What's goin' on?",0,0,0,3,0,0,5,10,5,0
99,SW_EpisodeVI,HAN,"Luke? Luke's crazy. He can't even take care of himself, much less rescue anybody.",0,0,0,0,0,7,5,8,0,0
100,SW_EpisodeVI,HAN,"A...Jedi Knight? I--I'm out of it for a little while, everybody gets delusions of grandeur.",0,0,0,0,0,7,4,8,0,0
101,SW_EpisodeVI,HAN,"I'm all right, pal. I'm all right.",8,3,0,0,0,0,10,0,0,0
102,SW_EpisodeVI,LUKE,I must speak with Jabba.,0,0,0,0,3,0,8,0,0,0
103,SW_EpisodeVI,LUKE,You will take me to Jabba now!,0,0,0,0,10,0,5,0,0,0
104,SW_EpisodeVI,LUKE,You serve your master well.,4,0,0,0,0,0,8,0,0,0
105,SW_EpisodeVI,LUKE,And you will be rewarded.,0,0,0,0,4,0,9,0,0,0
106,SW_EpisodeVI,THREEPIO,At last! Master Luke's come to rescue me.,10,0,0,0,0,4,5,0,0,0
107,SW_EpisodeVI,BIB,Master.,0,0,0,4,0,0,9,0,4,2
108,SW_EpisodeVI,BIB,"...Luke Skywalker, Jedi Knight.",0,0,0,0,0,0,10,0,0,0
109,SW_EpisodeVI,JABBA,I told you not to admit him.,0,0,4,0,6,0,8,0,0,0
110,SW_EpisodeVI,LUKE,I must be allowed to speak.,0,0,0,0,7,0,8,0,0,0
111,SW_EpisodeVI,BIB,He must be allowed to speak.,0,0,0,0,6,0,6,0,3,0
112,SW_EpisodeVI,JABBA,You weak-minded fool! He's using an old Jedi mind trick.,0,0,5,0,10,0,0,0,0,0
113,SW_EpisodeVI,LUKE,You will bring Captain Solo and the Wookiee to me.,0,0,0,0,3,0,9,0,0,0
114,SW_EpisodeVI,JABBA,"Your mind powers will not work on me, boy.",0,0,3,1,6,0,5,0,3,0
115,SW_EpisodeVI,LUKE,"Nevertheless, I'm taking Captain Solo and his friends. You can either profit by this... or be destroyed! It's your choice. But I warn you not to underestimate my powers.",0,0,0,0,9,0,9,0,0,0
116,SW_EpisodeVI,THREEPIO,"Master Luke, you're standing on...",0,0,0,2,0,0,7,5,8,0
117,SW_EpisodeVI,JABBA,"There will be no bargain, young Jedi. I shall enjoy watching you die.",9,0,4,0,9,0,7,0,0,0
118,SW_EpisodeVI,JABBA,Bascka!,0,0,0,0,8,0,9,0,0,0
119,SW_EpisodeVI,THREEPIO,"Oh, no! The Rancor!",0,0,0,10,0,8,0,0,10,0
120,SW_EpisodeVI,JABBA,Bring me Solo and the Wookiee. They will all suffer for this outrage.,0,0,5,0,9,0,9,0,0,0
121,SW_EpisodeVI,LUKE,Han!,0,0,0,9,0,10,0,0,9,0
122,SW_EpisodeVI,HAN,Luke!,10,0,0,0,0,9,0,0,0,0
123,SW_EpisodeVI,LUKE,Are you all right?,3,3,0,2,0,5,0,10,4,0
124,SW_EpisodeVI,HAN,"Fine. Together again, huh?",10,0,0,0,0,0,10,2,0,0
125,SW_EpisodeVI,LUKE,Wouldn't miss it.,10,0,0,0,0,0,10,0,0,0
126,SW_EpisodeVI,HAN,How are we doing?,10,0,0,0,0,0,10,10,0,0
127,SW_EpisodeVI,LUKE,The same as always.,10,0,0,0,0,0,10,0,0,0
128,SW_EpisodeVI,HAN,"That bad, huh? Where's Leia?",7,0,0,0,0,0,6,10,8,0
129,SW_EpisodeVI,LEIA,I'm here.,0,0,0,0,0,0,10,0,0,0
130,SW_EpisodeVI,THREEPIO,"Oh, dear. His High Exaltedness, the great Jabba the Hutt, has decreed that you are to be terminated immediately.",0,0,0,3,0,0,0,0,8,0
131,SW_EpisodeVI,HAN,"Good, I hate long waits.",10,0,0,0,0,0,10,0,0,0
132,SW_EpisodeVI,THREEPIO,"You will therefore be taken to the Dune Sea and cast into the pit of Carkoon, the nesting place of the all-powerful Sarlacc.",0,5,0,3,0,0,2,0,7,0
133,SW_EpisodeVI,HAN,Doesn't sound so bad.,7,0,0,0,0,0,10,0,0,0
134,SW_EpisodeVI,THREEPIO,"In his belly, you will find a new definition of pain and suffering, as you are slowly digested over a thousand years.",0,5,5,5,0,0,7,0,5,0
135,SW_EpisodeVI,HAN,"On second thought, let's pass on that, huh?",0,0,0,0,0,0,10,3,2,0
136,SW_EpisodeVI,LUKE,"You should have bargained, Jabba. That's the last mistake you'll ever make.",0,0,0,0,8,0,9,0,0,0
137,SW_EpisodeVI,HAN,"I think my eyes are getting better. Instead of a big dark blur, I see a big light blur.",8,0,0,0,0,0,8,0,0,0
138,SW_EpisodeVI,LUKE,"There's nothing to see. I used to live here, you know.",0,0,0,0,0,0,10,0,0,0
139,SW_EpisodeVI,HAN,"You're gonna die here, you know. Convenient.",0,0,0,2,0,0,10,0,2,0
140,SW_EpisodeVI,LUKE,Just stick close to Chewie and Lando. I've taken care of everything.,5,0,0,0,0,0,9,0,0,0
141,SW_EpisodeVI,HAN,Oh... great!,10,0,0,0,0,7,9,0,0,0
142,SW_EpisodeVI,JABBA,Soon you will learn to appreciate me.,0,7,3,2,10,0,7,0,4,0
143,SW_EpisodeVI,THREEPIO,"Oh, I'm terribly sor... Artoo! What are you doing here?",4,4,0,0,0,10,0,10,2,0
144,SW_EpisodeVI,THREEPIO,"Well, I can see you're serving drinks, but this place is dangerous. They're going to execute Master Luke and, if we're not careful, us too!",0,0,0,7,0,0,0,0,10,0
145,SW_EpisodeVI,THREEPIO,Hmm. I wish I had your confidence.,0,7,0,3,0,0,8,0,8,0
146,SW_EpisodeVI,THREEPIO,"Victims of the almighty Sarlacc: His Excellency hopes that you will die honorably. But should any of you wish to beg for mercy, the great Jabba the Hutt will now listen to your pleas.",0,0,0,0,0,0,10,0,0,0
147,SW_EpisodeVI,HAN,"Threepio, you tell that slimy piece of... worm-ridden filth he'll get no such pleasure from us. Right?",0,0,7,0,9,0,7,3,0,0
148,SW_EpisodeVI,LUKE,Jabba! This is your last chance. Free us or die.,0,0,0,0,9,0,8,0,0,0
149,SW_EpisodeVI,JABBA,Move him into position.,0,0,0,0,0,0,10,0,0,0
150,SW_EpisodeVI,JABBA,Put him in.,0,0,0,0,0,0,10,0,0,0
151,SW_EpisodeVI,LUKE,"Easy, Chewie.",0,0,0,0,0,0,0,0,7,0
152,SW_EpisodeVI,LANDO,Whoa! Whoa! Help!,0,0,0,8,0,10,0,5,8,0
153,SW_EpisodeVI,HAN,"Chewie, you okay? Where is he?",5,0,0,3,0,0,0,10,3,0
154,SW_EpisodeVI,HAN,"I'm okay, pal.",0,0,0,0,0,0,10,0,0,0
155,SW_EpisodeVI,LANDO,Han! Chewie?,0,0,0,0,0,10,0,10,0,0
156,SW_EpisodeVI,HAN,Lando!,0,0,0,0,0,10,0,0,0,0
157,SW_EpisodeVI,HAN,Boba Fett?! Boba Fett?! Where?,0,0,0,0,10,0,0,10,0,0
158,SW_EpisodeVI,HAN,"Lando, grab it!",0,0,0,5,0,7,0,0,7,0
159,SW_EpisodeVI,LANDO,Lower it!,0,0,0,5,0,0,0,0,5,0
160,SW_EpisodeVI,HAN,I'm trying!,0,0,0,8,8,0,0,0,9,0
161,SW_EpisodeVI,HAN,"Whoa! Whoa! Grab me, Chewie! I'm slipping.",0,0,0,8,0,8,0,0,10,0
162,SW_EpisodeVI,HAN,Grab it! L--Lando. Grab!,0,0,0,10,0,0,0,0,10,0
163,SW_EpisodeVI,HAN,Grab it! Almost... You almost got it!,7,0,0,7,0,0,0,0,7,0
164,SW_EpisodeVI,LANDO,Hold it! Whoa!,0,0,0,8,0,0,0,0,8,0
165,SW_EpisodeVI,HAN,"Gently now. All... all right. Now easy, easy. Hold me, Chewie.",5,0,0,0,0,0,10,0,0,0
166,SW_EpisodeVI,HAN,"Chewie! Chewie, give me the gun. Don't move, Lando.",0,0,0,3,6,0,6,0,0,0
167,SW_EpisodeVI,LANDO,"No, wait! I thought you were blind!",0,0,0,10,0,10,0,10,10,0
168,SW_EpisodeVI,HAN,It's all right. Trust me. Don't move.,0,0,0,0,0,0,10,0,0,0
169,SW_EpisodeVI,LANDO,All right! A little higher! Just a little higher!,10,0,0,0,0,7,0,0,0,0
170,SW_EpisodeVI,HAN,"Chewie, Pull us up! Come on! Okay... up, Chewie, up!",10,0,0,0,0,0,0,0,0,0
171,SW_EpisodeVI,LEIA,Come on. We gotta get out of here quick.,0,0,0,3,0,0,5,0,7,0
172,SW_EpisodeVI,THREEPIO,"Not my eyes! Artoo, help! Quickly, Artoo. Oh! Ohhh! You beast!",0,0,0,5,5,8,0,0,10,0
173,SW_EpisodeVI,LUKE,Get the gun! Point it at the deck!,0,0,0,3,7,5,0,0,10,0
174,SW_EpisodeVI,LUKE,Point it at the deck!,0,0,0,10,0,10,0,0,10,0
175,SW_EpisodeVI,THREEPIO,"Artoo, where are we going? I couldn't possibly jump.",0,0,0,0,0,0,0,10,10,0
176,SW_EpisodeVI,LUKE,Come on!,0,0,0,0,10,0,0,0,10,0
177,SW_EpisodeVI,LUKE,Let's go! And don't forget the droids.,0,0,0,0,6,0,9,0,0,0
178,SW_EpisodeVI,LANDO,We're on our way.,0,0,0,0,0,0,10,0,0,0
179,SW_EpisodeVI,HAN,I don't know. All I can see is a lot of blowing sand!,0,0,0,0,0,0,0,10,0,0
180,SW_EpisodeVI,LEIA,That's all any of us can see.,0,0,0,0,0,0,10,0,0,0
181,SW_EpisodeVI,HAN,Then I guess I'm getting better.,0,0,0,0,0,0,10,0,0,0
182,SW_EpisodeVI,HAN,"I've got to hand it to you, kid, you were pretty good out there.",8,0,0,0,0,6,10,0,0,0
183,SW_EpisodeVI,LUKE,I had a lot of help. Think nothing of it.,0,0,0,0,0,0,10,0,0,0
184,SW_EpisodeVI,HAN,"No, I'm thinking a lot about it. That carbon freeze was the closest thing to dead there is. And it wasn't just sleepin'. It was a big wide awake nothing!",8,0,0,0,0,0,10,0,0,0
185,SW_EpisodeVI,LUKE,I'll see you back at the fleet.,0,0,0,0,0,0,10,0,0,0
186,SW_EpisodeVI,HAN,Why don't you leave that crate and come with us?,0,0,0,0,0,0,8,10,0,0
187,SW_EpisodeVI,LUKE,I have a promise I have to keep first... to an old friend.,0,0,0,0,0,0,10,0,0,0
188,SW_EpisodeVI,HAN,"Guess I owe you some thanks, too, Lando.",8,0,0,0,0,6,10,0,0,0
189,SW_EpisodeVI,LANDO,"Figured if I left you frozen like that you'd just give me bad luck the rest of my life, so I might as well get you unfrozen sooner or later.",10,0,0,0,0,0,10,0,0,0
190,SW_EpisodeVI,LEIA,He means \You're welcome.\,0,0,0,0,0,0,10,0,0,0
191,SW_EpisodeVI,LANDO,"Come on, let's get off this miserable dust ball.",0,0,7,0,0,0,10,0,0,0
192,SW_EpisodeVI,LUKE,I'll meet you back at the fleet.,0,0,0,0,0,0,10,0,0,0
193,SW_EpisodeVI,LEIA,Hurry. The Alliance should be assembled by now.,0,0,0,0,0,0,10,0,7,0
194,SW_EpisodeVI,LUKE,I will.,0,0,0,0,0,0,10,0,0,0
195,SW_EpisodeVI,HAN,"Hey, Luke, thanks. Thanks for comin' after me. Now I owe you one.",8,0,0,0,0,0,10,0,0,0
196,SW_EpisodeVI,LUKE,"That's right, Artoo. We're going to the Dagobah system. I have a promise to keep... to an old friend.",0,0,0,0,0,0,10,0,0,0
197,SW_EpisodeVI,EMPEROR,"Rise, my friend.",0,0,0,0,0,0,10,0,0,0
198,SW_EpisodeVI,VADER,The Death Star will be completed on schedule.,0,0,0,0,0,0,10,0,0,0
199,SW_EpisodeVI,EMPEROR,"You have done well, Lord Vader. And now I sense you wish to continue your search for young Skywalker.",8,0,0,0,0,0,10,0,0,0
200,SW_EpisodeVI,VADER,"Yes, my Master.",0,0,0,0,0,0,10,0,3,0
201,SW_EpisodeVI,EMPEROR,"Patience, my friend. In time he will seek you out. And when he does, you must bring him before me. He has grown strong. Only together can we turn him to the dark side of the Force.",0,0,0,0,0,0,10,0,0,0
202,SW_EpisodeVI,VADER,As you wish.,0,0,0,0,0,0,10,0,3,0
203,SW_EpisodeVI,EMPEROR,Everything is proceeding as I have foreseen.,10,0,0,0,0,0,10,0,0,0
204,SW_EpisodeVI,YODA,Hmm. That face you make. Look I so old to young eyes?,7,0,0,0,0,0,10,5,0,0
205,SW_EpisodeVI,LUKE,No... of course not.,0,0,0,0,0,0,10,0,3,0
206,SW_EpisodeVI,YODA,"I do, yes, I do! Sick have I become. Old and weak. When nine hundred years old you reach, look as good you will not. Hmm?",0,0,7,0,0,0,10,3,0,0
207,SW_EpisodeVI,YODA,"Soon will I rest. Yes, forever sleep. Earned it, I have.",8,7,0,2,0,0,10,0,3,0
208,SW_EpisodeVI,LUKE,"Master Yoda, you can't die.",0,10,0,7,0,0,4,0,10,0
209,SW_EpisodeVI,YODA,Strong am I with the Force... but not that strong! Twilight is upon me and soon night must fall. That is the way of things ... the way of the Force.,5,8,0,0,0,0,5,0,3,0
210,SW_EpisodeVI,LUKE,But I need your help. I've come back to complete the training.,0,7,0,8,0,0,3,0,10,0
211,SW_EpisodeVI,YODA,No more training do you require. Already know you that which you need.,5,3,0,0,0,0,10,0,0,0
212,SW_EpisodeVI,LUKE,Then I am a Jedi?,9,0,0,0,0,9,3,10,0,0
213,SW_EpisodeVI,YODA,"Ohhh. Not yet. One thing remains: Vader. You must confront Vader. Then, only then, a Jedi will you be. And confront him you will.",0,0,0,0,0,0,10,0,0,0
214,SW_EpisodeVI,LUKE,Master Yoda... is Darth Vader my father?,0,3,3,3,0,3,5,10,3,0
215,SW_EpisodeVI,YODA,Mmm... rest I need. Yes... rest.,0,0,0,0,0,0,10,0,0,0
216,SW_EpisodeVI,LUKE,"Yoda, I must know.",0,0,0,0,3,0,5,6,0,0
217,SW_EpisodeVI,YODA,Your father he is.,0,0,0,0,0,0,10,0,0,0
218,SW_EpisodeVI,YODA,"Told you, did he?",0,0,0,0,0,0,0,10,0,0
219,SW_EpisodeVI,LUKE,Yes.,0,0,0,0,0,0,10,0,0,0
220,SW_EpisodeVI,YODA,"Unexpected this is, and unfortunate..",0,0,0,3,0,10,5,5,3,0
221,SW_EpisodeVI,LUKE,Unfortunate that I know the truth?,0,0,3,0,5,3,0,10,0,0
222,SW_EpisodeVI,YODA,No. Unfortunate that you rushed to face him... that incomplete was your training. Not ready for the burden were you.,0,7,0,0,0,0,8,0,0,0
223,SW_EpisodeVI,LUKE,"Well, I'm sorry.",0,10,0,0,0,0,3,0,0,0
224,SW_EpisodeVI,YODA,"Remember, a Jedi's strength flows from the Force. But beware. Anger, fear, aggression. The dark side are they. Once you start down the dark path, forever will it dominate your destiny.",0,0,0,0,0,0,10,0,0,0
225,SW_EpisodeVI,YODA,"Luke...Luke...Do not...Do not underestimate the powers of the Emperor, or suffer your father's fate, you will. Luke, when gone am I , the last of the Jedi will you be. Luke, the Force runs strong in your family. Pass on what you have learned, Luke... There is... another...Sky...Sky...walker.",0,5,0,7,0,0,8,0,5,0
226,SW_EpisodeVI,LUKE,"I can't do it, Artoo. I can't go on alone.",0,9,0,10,0,0,0,0,10,0
227,SW_EpisodeVI,BEN,Yoda will always be with you.,0,7,0,0,0,0,10,0,0,0
228,SW_EpisodeVI,LUKE,Obi-Wan! Why didn't you tell me?,0,8,0,0,9,10,0,10,0,0
229,SW_EpisodeVI,LUKE,You told me Vader betrayed and murdered my father.,0,9,3,0,10,0,0,7,0,0
230,SW_EpisodeVI,BEN,"You father was seduced by the dark side of the Force. He ceased to be Anakin Skywalker and became Darth Vader. When that happened, the good man who was your father was destroyed. So what I have told you was true... from a certain point of view.",0,0,0,0,0,0,10,0,0,0
231,SW_EpisodeVI,LUKE,A certain point of view!,0,0,0,0,10,10,0,0,0,0
